locus,gene,protein ID,gene length,mass fractions
b2343,yfcZ,P0AD33,285,7.52E-05
b2347,yfdC,P37327,933,0
b2371,yfdE,P76518,1146,0
b2345,yfdF,P76505,1059,0
b2350,yfdG,P77682,363,0
b2351,yfdH,P77293,921,0.000240731
b2352,yfdI,P76507,1332,0.000253438
b2354,yfdK,P77656,441,0
b2355,yfdL,P76508,519,0
b2356,yfdM,P76509,276,0
b2357,yfdN,P76510,495,0
b2358,yfdO,P0AD35,369,0
b2359,yfdP,P76512,447,0
b2360,yfdQ,P76513,825,0
b2361,yfdR,P76514,537,0
b2362,yfdS,P76515,363,0
b2363,yfdT,P76516,306,0
b2372,yfdV,P0AA49,945,0
b2375,yfdX,P76520,636,0
b2377,yfdY,P76521,243,0
b2398,yfeC,P0AD37,345,0
b2399,yfeD,P27238,393,0
b2410,yfeH,P39836,999,0
b2419,yfeK,Q47702,375,0
b2408,yfeN,P45564,765,0
b2389,yfeO,P67729,1257,0
b2409,yfeR,P0ACR7,927,0
b2420,yfeS,P78271,735,0
b2430,yfeW,P77619,1305,0
b2431,yfeX,P76536,900,0.000203116
b2432,yfeY,P76537,576,4.58E-05
b2433,yfeZ,P76538,450,0
b2471,yffB,P24178,357,4.10E-05
b2443,yffL,P76543,642,0
b2444,yffM,P76544,246,0
b2445,yffN,P76545,384,0
b2446,yffO,P76546,417,0
b2447,yffP,P76547,594,0
b2448,yffQ,P76548,393,0
b2449,yffR,P76549,393,0
b2450,yffS,P76550,840,6.79E-05
b2495,yfgD,P76569,360,0.000213023
b2504,yfgG,P64545,192,0
b2505,yfgH,P65290,519,0
b2506,yfgI,P76573,540,0
b2510,yfgJ,P76575,216,0
b2513,yfgM,P76576,621,0.000181878
b2493,yfgO,P0AFI9,1062,0
b2561,yfhH,P37767,849,0
b2562,yfhL,P52102,261,0
b2520,yfhM,P76578,4962,5.66E-05
b2534,yfhR,P77538,882,0
b2605,yfiB,P07021,483,0
b2575,yfiC,P31825,738,1.41E-05
b2577,yfiE,P33634,882,0
b2581,yfiF,P0AGJ5,1038,0.000211649
b2593,yfiH,P33644,732,2.29E-05
b2602,yfiL,P11289,366,0
b2586,yfiM,P46126,273,0
b2583,yfiP,Q47319,699,0
b2603,yfiR,P64548,519,0
b4461,yfjD,P37908,1287,2.61E-05
b2623,yfjH,P52123,957,0
b2625,yfjI,P52124,1410,0
b2626,yfjJ,P52125,627,0
b2629,yfjM,P52128,264,0
b2632,yfjP,P52131,864,0
b2633,yfjQ,P52132,822,0
b2634,yfjR,P52133,702,0
b2636,yfjS,O52982,444,0
b2637,yfjT,P52135,468,0
b2638,yfjU,P0CF86,315,0
b2642,yfjW,P52138,1704,0
b2643,yfjX,P52139,459,0
b2644,yfjY,P52140,483,0
b2645,yfjZ,P52141,318,0
b2671,ygaC,P0AD53,345,2.19E-05
b2683,ygaH,P43667,336,0
b2672,ygaM,P0ADQ7,330,0
b2668,ygaP,P55734,525,1.06E-05
b4462,ygaQ,P76616,2253,0
b2667,ygaV,P77295,300,2.55E-06
b2680,ygaX,,267,0
b2681,ygaY,P76628,882,0
b2682,ygaZ,P76630,738,0
b2732,ygbA,P25728,354,0
b2749,ygbE,P46141,324,0
b2735,ygbI,P52598,798,2.24E-05
b2736,ygbJ,Q46888,909,0
b2737,ygbK,Q46889,1167,0
b2738,ygbL,Q46890,639,0
b2739,ygbM,Q46891,777,0
b2740,ygbN,Q46892,1365,0
b2776,ygcE,P55138,1479,0
b2778,ygcG,P55140,873,0
b2766,ygcN,Q46904,1272,0
b2767,ygcO,Q46905,261,0
b2768,ygcP,Q46906,576,0
b2769,ygcQ,Q46907,861,0
b2770,ygcR,Q46908,780,0
b2771,ygcS,Q46909,1338,0
b4463,ygcU,Q46911,1455,0
b2774,ygcW,P76633,786,0
b2824,ygdB,P08370,408,0
b2807,ygdD,P0ADR2,396,0
b2798,ygdG,P38506,846,0
b2795,ygdH,P0ADR8,1365,0.000140864
b2809,ygdI,P65292,228,2.20E-05
b2832,ygdQ,P67127,714,0
b2833,ygdR,P65294,219,2.88E-05
b4610,ygdT,,147,0
b2840,ygeA,P03813,693,3.03E-05
b2850,ygeF,Q46786,447,0
b2851,ygeG,Q46787,492,0
b2852,ygeH,P76639,1377,0
b2853,ygeI,Q46789,219,0
b2855,ygeK,Q46791,444,0
b2856,ygeL,,156,0
b2857,ygeM,,432,0
b2858,ygeN,Q46793,273,0
b2859,ygeO,Q46795,426,0
b2862,ygeP,Q46796,300,0
b2863,ygeQ,Q46797,795,0
b2865,ygeR,Q46798,756,0
b2869,ygeV,Q46802,1779,0
b2870,ygeW,Q46803,1191,0
b2871,ygeX,P66899,1197,0
b2872,ygeY,P65807,1212,0
b2909,ygfB,P0A8C4,579,0.000155434
b2902,ygfF,P52037,744,0
b2921,ygfI,P52044,897,0
b2878,ygfK,Q46811,3099,0
b2880,ygfM,P64557,780,0
b2886,ygfS,Q46819,489,0
b2887,ygfT,Q46820,1920,0
b2898,ygfZ,P0ADE8,981,0.000307223
b2928,yggC,P11664,714,0
b2929,yggD,P11663,510,0
b2922,yggE,P0ADS6,741,0.000115635
b2930,yggF,P21437,966,0
b2944,yggI,P39902,498,0
b2959,yggL,P38521,327,0.000208339
b2956,yggM,P46142,1008,0
b2958,yggN,P0ADS9,720,6.25E-05
b4465,yggP,P52048,1278,0
b2950,yggR,P52052,981,0
b2951,yggS,P67080,705,7.20E-05
b2952,yggT,P64564,567,8.36E-05
b2953,yggU,P52060,291,8.83E-06
b2955,yggW,P52062,1137,0
b2962,yggX,P0A8P3,276,0.000204474
b3003,yghA,P0AG84,885,0
b3009,yghB,P0AA60,660,1.64E-05
b2968,yghD,Q46832,537,0
b2969,yghE,Q46833,861,0
b2970,yghF,Q46834,867,0
b2971,yghG,Q46835,411,0
b4466,yghJ,P0CK95,4563,6.79E-05
b2981,yghO,Q46840,1173,0
b2983,yghQ,Q46841,1068,0
b2984,yghR,P64572,759,0
b2985,yghS,Q46843,714,0
b2986,yghT,Q46844,693,0
b2989,yghU,Q46845,867,9.92E-05
b2998,yghW,P64574,288,0
b2999,yghX_1,,411,0
b3000,yghX_2,,354,0
b3036,ygiA,Q79CP2,261,0
b3037,ygiB,P0ADT2,576,0.000302802
b3038,ygiC,P0ADT5,1161,0.000168929
b3039,ygiD,P24197,816,0
b3054,ygiF,P30871,1302,0.000143866
b3059,ygiH,P60782,618,1.23E-05
b3043,ygiL,P39834,552,0
b3055,ygiM,P0ADT8,621,8.56E-05
b3029,ygiN,P0ADU2,315,0.000124644
b4469,ygiQ,Q46861,2220,0
b3020,ygiS,Q46863,1608,1.86E-05
b3023,ygiV,Q46866,483,0
b3024,ygiW,P0ADU5,393,4.43E-05
b3027,ygiZ,Q46867,333,0
b3074,ygjH,P42589,333,0
b3078,ygjI,P42590,1434,0
b3079,ygjJ,P42591,1071,0
b3080,ygjK,P42592,2352,0
b3085,ygjP,P42597,504,0
b3086,ygjQ,P42598,693,0
b3087,ygjR,P42599,1005,2.29E-05
b3090,ygjV,P42603,552,0
b3120,yhaB,P11865,540,0
b3121,yhaC,P11864,1188,0
b3103,yhaH,P64590,366,0
b3104,yhaI,P64592,357,0
b3105,yhaJ,P67660,897,5.13E-05
b3106,yhaK,P42624,702,0
b3107,yhaL,P42625,165,0
b4470,yhaM,P42626,1311,0
b3110,yhaO,P42628,1269,0
b3130,yhaV,P64594,465,0
b3184,yhbE,P0AA73,966,0
b3153,yhbO,P45470,519,0
b3154,yhbP,P67762,444,0
b3155,yhbQ,P45472,303,0
b3156,yhbS,P63417,504,4.98E-05
b3157,yhbT,P64599,525,5.33E-05
b3158,yhbU,P45527,996,0
b3159,yhbV,P45475,879,0
b3160,yhbW,P0ADV5,1008,2.92E-05
b3173,yhbX,P42640,1626,0
b3180,yhbY,P0AGK4,294,0.000176181
b3215,yhcA,P28722,675,0
b3233,yhcB,P0ADW3,399,0.000181927
b3211,yhcC,P0ADW6,930,0
b3216,yhcD,P45420,2382,0
b3219,yhcF,P45422,717,0
b3220,yhcG,P45423,1128,0
b3221,yhcH,P45424,465,7.84E-06
b3238,yhcN,P64614,264,0
b3239,yhcO,P64616,273,0
b3248,yhdE,P25536,594,3.22E-05
b3253,yhdH,P26646,975,9.43E-05
b3262,yhdJ,P28638,885,0
b3293,yhdN,P36677,369,0
b4472,yhdP,P46474,3801,5.08E-05
b3257,yhdT,P45566,243,0
b3263,yhdU,P64619,180,0
b3267,yhdV,P64622,222,0
b3268,yhdW,P45766,918,0
b3269,yhdX,P45767,1182,0
b3270,yhdY,P45768,1104,0
b3271,yhdZ,P45769,759,0
b3346,yheO,P64624,723,7.59E-05
b3352,yheS,P63389,1914,0.000125557
b3353,yheT,P45524,1023,0
b3354,yheU,P67624,219,1.33E-05
b4551,yheV,P0ADW8,201,0
b3356,yhfA,P0ADX1,405,0.000106779
b3358,yhfK,P45537,2103,0
b3369,yhfL,P64627,168,0
b3376,yhfS,P45545,1086,0
b3377,yhfT,P45546,1305,0
b3378,yhfU,P64631,354,0
b3380,yhfW,P45549,1227,0
b3381,yhfX,P45550,1164,0
b3382,yhfY,P45551,363,0
b3383,yhfZ,P45552,906,0
b3411,yhgA,P31667,879,0
b3402,yhgE,P45804,1725,0
b3407,yhgF,P46837,2322,0.000573579
b3434,yhgN,P67143,594,0
b3448,yhhA,P0ADX7,441,0
b3483,yhhH,P28911,384,0
b3484,yhhI,P28912,1137,0
b3485,yhhJ,P0AGH1,1125,2.92E-05
b3466,yhhL,P37614,270,0
b3467,yhhM,P37615,360,1.76E-05
b3468,yhhN,P0ADI9,627,0
b3471,yhhQ,P37619,666,0
b3473,yhhS,P37621,1218,0
b3474,yhhT,P0AGM0,1050,0
b3439,yhhW,P46852,696,2.67E-05
b3440,yhhX,P46853,1038,0.000132488
b3441,yhhY,P46854,489,0
b3442,yhhZ,P46855,1179,0
b3508,yhiD,P0AFV2,648,0
b3487,yhiI,P37626,1068,6.51E-05
b3488,yhiJ,P37627,1623,0
b3489,yhiK,,393,0
b3490,yhiL,P37629,1239,0
b3491,yhiM,P37630,1053,0
b3492,yhiN,P37631,1203,3.97E-05
b3504,yhiS_1,,783,0
b3518,yhjA,P37197,1398,0
b3520,yhjB,P37640,603,0
b3521,yhjC,P37641,972,0
b3522,yhjD,P37642,1014,3.05E-05
b3523,yhjE,P37643,1323,0.001128046
b3524,yhjG,P37645,2076,0
b3527,yhjJ,P37648,1497,7.36E-05
b3535,yhjR,P0ADJ3,189,0
b3539,yhjV,P37660,1272,0
b3547,yhjX,P37662,1209,0
b3548,yhjY,P37663,699,0
b3562,yiaA,P0ADJ8,438,0
b3563,yiaB,P11286,342,0
b3550,yiaC,P37664,441,0
b3552,yiaD,P37665,660,4.87E-05
b3554,yiaF,P0ADK0,711,0.000190168
b3555,yiaG,P0A9V5,291,0
b3574,yiaJ,P37671,849,4.88E-05
b3575,yiaK,P37672,999,0
b3576,yiaL,P37673,468,0
b3577,yiaM,P37674,474,0
b3578,yiaN,P37675,1278,0
b3579,yiaO,P37676,987,0
b3584,yiaT,P37681,741,0
b3585,yiaU,P37682,975,0
b3586,yiaV,P37683,1137,0
b3587,yiaW,P0ADK4,324,0
b3589,yiaY,P37686,1152,0
b3594,yibA,P0ADK6,843,0
b3592,yibF,P0ACA1,609,4.86E-05
b3596,yibG,P32106,462,0
b3597,yibH,P0AFV0,1137,0
b3598,yibI,P32108,363,0
b3595,yibJ,P32109,702,0
b3602,yibL,P0ADK8,363,0.000114751
b3611,yibN,P0AG27,432,0.000159163
b3614,yibQ,P37691,960,0
b4554,yibT,Q2M7R5,210,2.69E-05
b4615,yibV,A5A625,336,0
b3644,yicC,P23839,864,0.000185027
b3646,yicG,P0AGM2,618,0
b3655,yicH,P31433,1710,4.97E-05
b3656,yicI,P31434,2319,0
b3657,yicJ,P31435,1383,0
b3660,yicL,P31437,924,0
b3663,yicN,P0ADL3,453,0
b3638,yicR,P25531,669,0
b4555,yicS,Q2M7X4,294,3.86E-06
b3697,yidA,P0A8Y5,813,0.000147024
b3698,yidB,P09996,399,0
b3705,yidC,P25714,1647,0.000641441
b4557,yidD,P0A8C8,258,0
b3685,yidE,P60872,1662,0
b3674,yidF,P31443,498,0
b3675,yidG,P0ADL6,363,0
b3676,yidH,P0ADM0,348,0
b3677,yidI,P31446,450,0
b3678,yidJ,P31447,1494,0
b3679,yidK,P31448,1716,0
b3680,yidL,P31449,924,0
b3684,yidP,P31453,717,0
b3688,yidQ,P0ADM4,333,0
b3689,yidR,P31455,1248,3.79E-05
b3696,yidX,P0ADM6,657,0
b3711,yidZ,P31463,960,0
b3712,yieE,P0ADM8,762,7.89E-06
b3713,yieF,P0AGE6,567,6.88E-05
b3715,yieH,P31467,666,0
b3718,yieK,P31470,723,0
b3719,yieL,P31471,1197,0
b3755,yieP,P31475,693,5.72E-05
b3765,yifB,P22787,1551,0
b3795,yifK,P27837,1386,0.000135281
b4558,yifL,P0ADN6,204,8.50E-05
b3777,yifN,P56259,219,0
b3776,yifO,,276,0
b3810,yigA,P23305,708,4.40E-05
b3812,yigB,P0ADP0,717,5.55E-05
b4482,yigE,P27840,765,0
b3817,yigF,P27842,381,0
b3818,yigG,P27843,381,0
b3820,yigI,P0ADP2,468,8.80E-05
b3826,yigL,P27848,801,5.02E-05
b3827,yigM,P0ADP5,900,0
b3848,yigZ,P27862,615,0
b3865,yihA,P0A6P7,597,0.000134719
b3858,yihD,P0ADP9,270,0.000135111
b3861,yihF,P32128,1431,0
b3862,yihG,P32129,933,0
b3866,yihI,P0A8H6,510,0.00019138
b3872,yihL,P0ACM9,711,0
b3873,yihM,P32134,981,0
b3874,yihN,P32135,1266,0
b3876,yihO,P32136,1404,0
b3877,yihP,P32137,1407,0
b3878,yihQ,P32138,2037,0
b3879,yihR,P32139,927,0
b3880,yihS,P32140,1242,0
b3881,yihT,P32141,879,0
b3882,yihU,P0A9V8,897,0
b3883,yihV,P32143,897,0
b3884,yihW,P32144,786,0
b3885,yihX,P0A8Y3,600,4.44E-05
b3886,yihY,P0A8K8,873,0
b3888,yiiD,P0ADQ2,990,7.05E-05
b3889,yiiE,P0ADQ5,219,0
b3890,yiiF,P0AFU6,219,0
b3896,yiiG,P32151,1056,0
b3910,yiiM,P32157,675,4.55E-05
b3920,yiiQ,P32160,600,3.70E-05
b3921,yiiR,P0AF34,441,0
b3922,yiiS,P32162,300,4.73E-05
b3937,yiiX,P32167,609,0
b3964,yijD,P0AF40,360,0
b3943,yijE,P0ABT8,906,0
b3944,yijF,P32668,618,0
b3954,yijO,P32677,852,0
b4011,yjaA,P09162,384,0
b4012,yjaB,P09163,444,0
b3999,yjaG,P32680,591,6.71E-05
b4001,yjaH,P32681,696,0
b3989,yjaZ,P27375,540,0
b4020,yjbB,P0AF43,1632,2.15E-05
b4023,yjbD,P32685,273,3.65E-05
b4026,yjbE,P0AF45,243,0
b4027,yjbF,P32687,639,0
b4028,yjbG,P32688,738,0
b4029,yjbH,P32689,2097,0
b4038,yjbI,P32690,1329,0
b4045,yjbJ,P68206,210,0
b4047,yjbL,P32693,255,0
b4048,yjbM,P32694,708,0
b4056,yjbQ,P0AF48,417,1.02E-05
b4057,yjbR,P0AF50,357,3.35E-05
b4621,yjbS,P58036,204,0
b4620,yjbT,A5A628,279,0
b4060,yjcB,P32700,282,0
b4065,yjcE,P32703,1650,4.16E-05
b4066,yjcF,P32704,1293,0
b4068,yjcH,P0AF54,315,1.22E-05
b4078,yjcO,P0AF56,690,5.57E-05
b4083,yjcS,P32717,1986,0
b4110,yjcZ,P39267,879,7.80E-05
b4135,yjdC,P0ACU7,576,5.15E-05
b4121,yjdF,P39270,630,0
b4126,yjdI,P0AF59,231,0
b4127,yjdJ,P39274,273,0
b4108,yjdM,P0AFJ1,336,0.000146187
b4107,yjdN,P16681,444,0
b4487,yjdP,Q6BEX5,330,0
b4167,yjeF,P31806,1548,5.94E-05
b4141,yjeH,P39277,1257,0
b4144,yjeI,P0AF70,354,0.000311043
b4145,yjeJ,P39279,870,0
b4156,yjeM,P39282,1503,0
b4157,yjeN,P39283,315,0
b4158,yjeO,P39284,315,0
b4176,yjeT,P0AF73,198,0
b4670,yjeV,C1P621,54,0
b4186,yjfC,P33222,1164,0
b4231,yjfF,P37772,996,0
b4181,yjfI,P0AF76,402,0
b4182,yjfJ,P0AF78,699,0
b4183,yjfK,P39293,660,0
b4184,yjfL,P0AF80,399,0
b4185,yjfM,P39295,639,0
b4188,yjfN,P0AF82,276,0
b4190,yjfP,P39298,750,1.80E-05
b4199,yjfY,P0AF86,276,0
b4204,yjfZ,P39308,795,0
b4234,yjgA,P0A8X0,552,8.75E-05
b4248,yjgH,P39332,396,0
b4253,yjgL,P39336,1815,0
b4256,yjgM,P39337,504,0
b4257,yjgN,P39338,1197,0
b4263,yjgR,P39342,1503,3.35E-05
b4274,yjgW,Q9Z3A0,336,0
b4276,yjgX_1,P39349,360,0
b4275,yjgX_2,,447,0
b4277,yjgZ,P39351,330,0
b4279,yjhB,P39352,1218,7.95E-06
b4280,yjhC,P39353,1119,0
b4281,yjhD,P39354,231,0
b4282,yjhE,P39355,249,0
b4296,yjhF,P39357,1350,0
b4297,yjhG,P39358,1968,0
b4298,yjhH,P39359,906,0
b4299,yjhI,P39360,789,0
b4306,yjhP,P39367,747,0
b4307,yjhQ,P39368,546,0
b4308,yjhR,P39369,1017,0
b4295,yjhU,P39356,987,7.46E-05
b4286,yjhV,,414,0
b4352,yjiA,P24203,957,9.27E-05
b4325,yjiC,P39374,831,0
b4329,yjiG,P0AEH8,462,0
b4330,yjiH,P39379,684,0
b4332,yjiJ,P39381,1179,0
b4333,yjiK,P39382,969,0
b4334,yjiL,P39383,768,0
b4335,yjiM,P39384,1152,0
b4336,yjiN,P39385,1281,0
b4338,yjiP,P39387,312,0
b4339,yjiQ,,561,0
b4340,yjiR,P39389,1413,0
b4341,yjiS,P39390,165,0
b4342,yjiT,P39391,1518,0
b4486,yjiV,P39393,2721,0
b4353,yjiX,P0ADC8,204,0
b4354,yjiY,P39396,2151,5.02E-06
b4360,yjjA,P18390,495,5.24E-05
b4363,yjjB,P0ADD2,327,0
b4374,yjjG,P0A8Y1,678,0
b4380,yjjI,P37342,1551,0
b4385,yjjJ,P39410,1332,1.03E-05
b4364,yjjP,P0ADD5,771,0
b4365,yjjQ,P0ADD7,726,0
b4377,yjjU,P39407,1074,0
b4378,yjjV,P39408,780,2.68E-05
b4379,yjjW,P39409,864,0
b4394,yjjX,P39411,513,3.78E-05
b4402,yjjY,P0ADD9,141,0
b4567,yjjZ,P55914,237,0
b4403,yjtD,P37005,687,3.13E-05
b0253,ykfA,P75678,864,0
b0250,ykfB,P77162,468,0
b0258,ykfC,Q47688,1146,0
b0249,ykfF,P75677,240,0
b0247,ykfG,Q47685,477,0
b4504,ykfH,Q9XB42,222,0
b0245,ykfI,P77692,342,0
b0235,ykfJ,P75675,267,0
b4586,ykfM,A5A605,480,0
b0300,ykgA,P77601,687,0
b0306,ykgE,P77252,720,1.51E-06
b0307,ykgF,P77536,1428,0
b0308,ykgG,P77433,696,0
b0310,ykgH,P77180,669,0
b0288,ykgJ,P0AAL9,330,0
b0295,ykgL,P56257,228,0
b0296,ykgM,P0A7N1,264,0.001297169
b4506,ykgO,Q2EEQ2,141,0
b4671,ykgR,C1P5Z8,102,0
b0392,ykiA,P75704,342,0
b0458,ylaC,P0AAS0,471,3.37E-05
b4572,ylbE,P77129,1260,0
b0520,ylbF,P0AAS5,816,0
b0502,ylbG,P77688,372,0
b0499,ylbH,P77759,711,0
b4509,ylcG,Q47272,141,0
b4588,ylcH,Q47268,102,0
b4589,ylcI,A5A607,195,0
b0837,yliI,P75804,1116,0
b0952,ymbA,P0AB10,549,2.39E-05
b0991,ymcE,P0AAA5,231,0
b1044,ymdA,P75917,312,0
b1045,ymdB,P0A8D6,534,3.29E-05
b1028,ymdE,Q7DFV4,303,0
b4518,ymdF,P56614,174,2.10E-06
b1122,ymfA,P75962,462,0
b1137,ymfD,P75967,666,0
b1138,ymfE,P75968,705,0
b1142,ymfH,,312,0
b1143,ymfI,P75972,342,0
b1144,ymfJ,P75973,309,0
b1145,ymfK,P75974,675,4.32E-05
b1147,ymfL,P75976,570,0
b1148,ymfM,P75977,339,0
b1149,ymfN,P75978,1368,0
b1153,ymfQ,P75982,585,0
b1150,ymfR,P75979,183,0
b1155,ymfS,P09154,414,0
b1146,ymfT,P75975,201,0
b1165,ymgA,P75992,273,0
b1167,ymgC,P75994,249,0
b1171,ymgD,P0AB46,330,3.58E-05
b1195,ymgE,P76011,255,0
b4520,ymgF,P58034,219,0
b1172,ymgG,Q7DFV3,276,0
b4521,ymgH,,222,0
b4593,ymgI,A5A611,174,0
b4594,ymgJ,A5A612,186,0
b4522,ymiA,P0CB62,165,0
b1295,ymjA,P0ACV8,246,3.58E-06
b4524,ymjB,,114,0
b4525,ymjC,Q2EER5,183,0
b4673,ymjD,P0CD93,66,0
b1368,ynaA,P77658,1029,0
b1375,ynaE,P76073,234,6.94E-06
b1330,ynaI,P0AEB5,1032,0
b1332,ynaJ,P64445,258,0
b1365,ynaK,P76068,264,0
b1408,ynbA,P76090,606,0
b1409,ynbB,P76091,897,0
b1410,ynbC,P76092,1758,0
b1411,ynbD,P76093,1293,0
b1382,ynbE,P64448,186,8.17E-06
b4674,ynbG,C1P600,66,0
b1451,yncD,P76115,2103,9.60E-05
b1452,yncE,P76116,1062,0.000243406
b1454,yncG,P76117,618,0
b1455,yncH,P76118,213,0
b1458,yncI,P76119,747,0
b1436,yncJ,P64459,231,0
b4530,yncK_1,,168,0
b4531,yncK_2,,288,0
b4598,yncL,A5A615,96,0
b1459,yncM,,201,0
b1520,yneE,P76146,915,0
b1523,yneG,P76148,360,0
b1524,yneH,P0A6W0,927,2.19E-05
b1526,yneJ,P77309,882,0
b1527,yneK,P76150,1116,0
b1506,yneL,P76138,180,0
b4599,yneM,A5A616,96,0
b1582,ynfA,P76169,327,0
b1583,ynfB,P76170,342,0.000125398
b1585,ynfC,P67553,711,0
b1586,ynfD,P76172,306,0
b1587,ynfE,P77374,2427,0
b1588,ynfF,P77783,2424,0
b1589,ynfG,P0AAJ1,618,0
b1590,ynfH,P76173,855,0
b1593,ynfK,P0A6E9,696,1.06E-05
b1595,ynfL,P77559,894,0
b1596,ynfM,P43531,1254,0
b1551,ynfN,P76157,156,0
b4533,ynfO,Q2EES0,234,0
b4534,ynfP,,111,0
b4602,ynhF,A5A618,90,0
b1725,yniA,P77739,861,1.18E-05
b1726,yniB,P76208,537,6.66E-05
b1727,yniC,P77247,669,0.00011615
b4535,yniD,Q2EES1,108,0
b1753,ynjA,P76222,549,0
b1754,ynjB,P76223,1167,2.67E-05
b1755,ynjC,P76224,1491,0
b1756,ynjD,P76909,654,0
b1757,ynjE,P78067,1308,3.84E-05
b1758,ynjF,P76226,621,0
b1760,ynjH,P76227,273,5.98E-05
b1762,ynjI,P76228,1041,0
b1808,yoaA,P76257,1911,0
b1809,yoaB,P0AEB7,345,0.000270593
b1810,yoaC,P64490,360,2.35E-05
b1816,yoaE,P0AEC0,1557,5.42E-05
b1793,yoaF,P64493,255,0
b1796,yoaG,P64496,183,0
b1811,yoaH,P67338,180,0
b1788,yoaI,P76239,105,0
b4675,yoaJ,C1P603,75,0
b4676,yoaK,C1P602,99,0
b1841,yobA,P0AA57,375,0.000108759
b1843,yobB,P76280,657,0
b1820,yobD,P67601,459,0
b1824,yobF,P64508,144,0
b4536,yobH,Q2MB16,240,2.13E-05
b4677,yobI,C1P604,66,0
b1974,yodB,P76345,531,0
b1957,yodC,P64517,183,0
b1953,yodD,P64519,228,0
b1995,yoeA,P76356,393,0
b4539,yoeB,P69348,255,0
b1998,yoeE,,261,0
b4538,yoeF,Q2EES3,357,0
b4678,yoeI,C1P606,63,0
b2135,yohC,P0AD17,588,0
b2136,yohD,P33366,579,0
b2137,yohF,P33368,762,0
b2139,yohH,,138,0
b2141,yohJ,P60632,399,0
b2142,yohK,P0AD19,696,0
b4542,yohO,Q2EES6,108,0
b4679,yohP,C1P609,84,0
b2211,yojI,P33941,1644,1.89E-05
b4604,yojO,A5A619,165,0
b4605,ypaB,,144,0
b2380,ypdA,P0AA93,1698,0
b2381,ypdB,P0AE39,735,1.85E-05
b2382,ypdC,P77396,858,0
b2384,ypdE,P77585,1038,0
b2385,ypdF,P76524,1086,0
b2376,ypdI,O32528,276,0
b4545,ypdJ,Q2EET0,141,0
b4680,ypdK,C1P610,72,0
b2434,ypeA,P76539,426,2.98E-05
b4546,ypeB,P0AD40,219,0
b2390,ypeC,P64542,327,0
b2466,ypfG,P76559,1044,0
b2473,ypfH,P76561,699,2.67E-05
b2475,ypfJ,P64429,864,6.63E-05
b4606,ypfM,A5A621,60,0
b4547,ypfN,Q2EET2,201,0
b2543,yphA,P0AD47,495,0
b2544,yphB,P76584,873,0
b2545,yphC,P77360,1062,0
b2546,yphD,P77315,999,0
b2547,yphE,P77509,1512,0
b2548,yphF,P77269,984,0
b2549,yphG,P76585,3282,0
b2550,yphH,P76586,1194,6.25E-06
b2647,ypjA,P52143,4581,0
b2649,ypjB,P76612,792,0
b2650,ypjC,P76613,483,0
b2611,ypjD,P64432,867,0
b2646,ypjF,Q46953,330,0
b4548,ypjJ,P58033,201,0
b2635,ypjK,P52134,237,0
b2641,ypjM_1,,183,0
b2640,ypjM_2,,201,0
b2639,ypjM_3,,519,0
b2689,yqaA,P0ADR0,429,0
b2690,yqaB,P77475,567,3.58E-05
b2666,yqaE,P0AE42,159,0
b2790,yqcA,P65367,450,5.45E-05
b2792,yqcC,Q46919,330,3.06E-05
b2775,yqcE,P77031,1278,0
b4682,yqcG,C1P612,141,0
b2874,yqeA,Q46807,933,0
b2875,yqeB,Q46808,1626,0
b2876,yqeC,Q46809,771,0
b2844,yqeF,Q46939,1182,6.16E-05
b2845,yqeG,P63340,1230,0
b2846,yqeH,Q46941,633,0
b2847,yqeI,Q46942,810,0
b2848,yqeJ,Q46943,483,0
b2849,yqeK,P77136,426,0
b4683,yqeL,C1P613,81,0
b2899,yqfA,P67153,660,0
b2900,yqfB,P67603,312,6.20E-05
b2915,yqfE,P64562,231,0
b4684,yqfG,C1P614,126,0
b2966,yqgA,Q46831,708,0
b2939,yqgB,P64567,132,0
b2940,yqgC,P64570,216,0
b2941,yqgD,P46879,252,0
b2948,yqgE,P0A8W5,564,6.45E-05
b2949,yqgF,P0A8I1,417,1.51E-05
b3002,yqhA,P67244,495,0.000102064
b3010,yqhC,Q46855,957,0
b3011,yqhD,Q46856,1164,9.51E-05
b3013,yqhG,Q46858,927,0
b3014,yqhH,P65298,258,0
b3031,yqiA,P0A8Z7,582,0
b3033,yqiB,P0ADU7,423,0
b3042,yqiC,Q46868,291,0.000143651
b3046,yqiG,P76655,2466,0
b3047,yqiH,P77616,750,0
b3048,yqiI,P76656,1065,0
b3050,yqiJ,P76657,630,0
b3051,yqiK,P77306,1662,0
b3095,yqjA,P0AA63,663,0
b3097,yqjC,P42616,369,0
b3098,yqjD,P64581,306,0.000182577
b3099,yqjE,P64585,405,3.03E-05
b3101,yqjF,P42619,393,0
b3102,yqjG,P42620,987,2.62E-05
b3070,yqjH,Q46871,765,5.08E-05
b3071,yqjI,P64588,624,6.05E-05
b3100,yqjK,Q47710,300,8.34E-06
b3142,yraH,P42913,585,0
b3143,yraI,P42914,696,0
b3144,yraJ,P42915,2517,0
b3145,yraK,P43319,1092,0
b3148,yraN,P45465,396,0
b3150,yraP,P64596,576,8.89E-05
b3151,yraQ,P45468,1041,3.03E-05
b3152,yraR,P45469,636,1.15E-05
b3196,yrbG,P45394,978,0
b3207,yrbL,P64610,633,0
b4685,yrbN,C1P618,81,0
